DAY,TIME,WEATHER,INTERSECTION
3,1752,A,ANAHEIM ST_OBISPO AV
3,1400,A,LONG BEACH BL_WILLOW ST
3,815,A,LONG BEACH BL_MARKET ST
4,1726,A,PACIFIC COAST HWY_CEDAR AV
4,1213,A,OCEAN BL_PINE AV
4,1855,A,LONG BEACH BL_SPRING ST
4,1612,A,PALO VERDE AV_STEARNS ST
5,1711,A,SPRING ST_PALO VERDE AV
7,1623,A,OCEAN BL_LINDEN AV
7,822,A,OCEAN BL_PINE AV
1,906,A,6TH ST_ATLANTIC AV
1,1828,A,PACIFIC COAST HWY_HARBOR AV
2,2305,A,CHERRY AV_10TH ST
2,851,A,PACIFIC COAST HWY_LONG BEACH BL
2,1135,A,ANAHEIM ST_ATLANTIC AV
4,1304,A,7TH ST_OBISPO AV
4,1103,A,7TH ST_ATLANTIC AV
4,1420,A,PACIFIC COAST HWY_LONG BEACH BL
5,2301,A,PALO VERDE AV_STEARNS ST
5,2132,A,7TH ST_CHERRY AV
5,119,A,PACIFIC COAST HWY_LONG BEACH BL
6,903,A,SOUTH ST_DOWNEY AV
6,1911,A,ANAHEIM ST_ALAMITOS AV
1,1824,A,PACIFIC COAST HWY_TERMINO AV
1,2115,A,ATLANTIC AV_SOUTH ST
2,1729,A,PACIFIC AV_WILLOW ST
3,1519,A,LONG BEACH BL_ANAHEIM ST
3,845,A,7TH ST_CHERRY AV
4,1121,A,BELLFLOWER BL_ANAHEIM RD
4,823,A,ANAHEIM ST_TEMPLE AV
4,1224,A,PACIFIC COAST HWY_JUNIPERO AV
5,1145,A,LONG BEACH BL_PACIFIC COAST HWY
5,1031,A,7TH ST_ATLANTIC AV
5,1314,A,ANAHEIM ST_LONG BEACH BL
6,1651,A,PACIFIC COAST HWY_CHERRY AV
6,1709,A,SANTA FE AV_WILLOW ST
6,1133,A,LONG BEACH BL_WILLOW ST
6,1954,A,PALO VERDE AV_WOODRUFF AV
7,1932,A,7TH ST_ORANGE AV
7,1809,A,REDONDO AV_ANAHEIM ST
1,1538,A,7TH ST_PARK AV
1,320,A,7TH ST_TERMINO AV
2,1854,A,PACIFIC COAST HWY_OBISPO AV
4,2329,A,BROADWAY_CHERRY
5,1507,A,PACIFIC COAST HWY_2ND ST
5,709,A,LONG BEACH BL_MARKET ST
6,849,A,ANAHEIM ST_OREGON AV
1,1405,A,SANTA FE AV_WILLOW ST
1,735,A,7TH ST_ORANGE AV
1,843,A,ATLANTIC AV_10TH ST
1,1227,A,LONG BEACH BL_MARKET ST
1,733,A,7TH ST_XIMENO AV
2,930,A,CHERRY AV_PACIFIC COAST HWY
2,1618,A,LONG BEACH BL_WILLOW ST
2,2330,A,ANAHEIM ST_OREGON AV
2,2046,A,PACIFIC AV_PACIFIC COAST HWY
2,1955,A,WILLOW ST_LONG BEACH BL
3,1649,A,ANAHEIM ST_OREGON AV
3,1815,A,ORANGE AV_PACIFIC COAST HWY
4,1250,A,CARSON ST_CLARK AV
4,1724,A,PACIFIC COAST HWY_OBISPO AV
4,755,A,ATLANTIC AV_SPRING ST
4,1650,A,PACIFIC COAST HWY_CHERRY AV
5,710,A,PARAMOUNT BL_SOUTH ST
5,808,A,7TH ST_WALNUT AV
5,739,A,PACIFIC COAST HWY_HARBOR AV
6,1950,A,ATLANTIC AV_HARDING ST
1,1506,A,ATLANTIC AV_10TH ST
1,700,A,ANAHEIM ST_ORANGE AV
2,1719,A,CHERRY AV_PACIFIC COAST HWY
2,603,A,PACIFIC COAST HWY_ORANGE AV
3,1541,A,LONG BEACH BL_MARKET ST
3,2304,A,ANAHEIM ST_LONG BEACH BL
3,850,B,PACIFIC COAST HWY_ATLANTIC AV
4,2020,A,7TH ST_WALNUT AV
5,930,A,PACIFIC COAST HWY_STUDEBAKER RD
6,144,A,PACIFIC COAST HWY_HARBOR AV
6,1055,B,ATLANTIC AV_10TH ST
1,1345,A,WILLOW ST_LONG BEACH BL
1,740,A,ANAHEIM ST_REDONDO AV
1,1250,A,PACIFIC COAST HWY_PACIFIC AV
2,703,A,PACIFIC COAST HWY_HARBOR AV
3,1248,A,ANAHEIM ST_REDONDO AV
4,37,A,7TH ST_ATLANTIC AV
4,1450,A,ATLANTIC AV_WARDLOW RD
4,1652,A,SANTA FE AV_WILLOW ST
4,2043,B,7TH ST_XIMENO AV
6,1402,A,7TH ST_PARK AV
1,957,A,OCEAN BL_PINE AV
1,1705,A,ANAHEIM ST_ORANGE AV
1,1744,A,7TH ST_OBISPO AV
1,1826,A,ANAHEIM ST_OBISPO AV
1,1252,A,PACIFIC COAST HWY_SANTA FE AV
2,1628,A,ATLANTIC AV_HARDING ST
2,2000,A,7TH ST_OLIVE AV
2,1925,A,BELLFLOWER BL_LOS COYOTES DIAGONAL
4,1615,A,SOUTH ST_PARAMOUNT BL
5,1720,A,PALO VERDE AV_WOODRUFF AV
6,1542,A,7TH ST_XIMENO AV
6,1316,A,PACIFIC COAST HWY_LONG BEACH BL
7,1423,A,PACIFIC COAST HWY_MAGNOLIA AV
1,1730,A,REDONDO AV_7TH ST
2,717,A,LONG BEACH BL_WARDLOW RD
2,1335,A,7TH ST_BELLFLOWER BL
2,1425,A,CHERRY AV_PACIFIC COAST HWY
3,2320,A,PACIFIC COAST HWY_HARBOR AV
3,1736,A,7TH ST_ORANGE AV
3,810,A,CHERRY AV_PACIFIC COAST HWY
3,1527,A,PALO VERDE AV_WOODRUFF AV
3,820,A,ANAHEIM ST_CHERRY AV
4,1007,A,PARAMOUNT BL_SOUTH ST
4,1519,A,PACIFIC COAST HWY_MAGNOLIA AV
4,836,A,CARSON ST_CLARK AV
4,1555,A,PALO VERDE AV_WOODRUFF AV
5,909,A,ANAHEIM ST_MAGNOLIA AV
5,2220,B,LONG BEACH BL_MARKET ST
6,1908,A,PACIFIC COAST HWY_LONG BEACH BL
6,200,A,PACIFIC COAST HWY_2ND ST
2,1301,A,CHERRY AV_PACIFIC COAST HWY
2,707,A,ANAHEIM ST_WALNUT AV
3,726,A,ATLANTIC AV_MARKET ST
3,1903,A,SOUTH ST_DOWNEY AV
3,750,B,PACIFIC AV_WILLOW ST
3,930,A,LAKEWOOD BL_OUTER TRAFFIC CIR
4,1659,A,PACIFIC COAST HWY_LONG BEACH BL
4,730,A,WARDLOW RD_LONG BEACH BL
4,630,F,PACIFIC COAST HWY_7TH ST
4,1727,A,WARDLOW RD_PACIFIC PL
5,2226,A,PACIFIC COAST HWY_CHERRY AV
5,2132,A,ANAHEIM ST_PACIFIC AV
5,330,A,ANAHEIM ST_TEMPLE AV
5,1003,A,WARDLOW RD_LONG BEACH BL
6,1935,A,PALO VERDE AV_WOODRUFF AV
6,329,A,DEL AMO BL_LONG BEACH BL
1,1430,A,LONG BEACH BL_ANAHEIM ST
1,1254,A,7TH ST_PACIFIC COAST HWY
1,2358,A,BROADWAY_CHERRY AV
2,1048,A,ATLANTIC AV_MARKET ST
2,915,A,LONG BEACH BL_WILLOW ST
3,1112,A,BROADWAY_CHERRY
3,1330,B,PACIFIC AV_WILLOW ST
3,1559,A,PACIFIC COAST HWY_CEDAR AV
4,2232,A,ANAHEIM ST_TEMPLE AV
5,1723,A,7TH ST_OBISPO AV
5,2500,A,REDONDO AV_7TH ST
5,2050,A,WILLOW ST_EASY AV
5,1648,A,LONG BEACH BL_MARKET ST
6,1930,A,BELLFLOWER BL_STEARNS ST
6,1938,A,LONG BEACH BL_SPRING ST
6,1145,A,PACIFIC COAST HWY_2ND ST
6,2230,A,WILLOW ST_ATLANTIC AV
7,30,A,LONG BEACH BL_WARDLOW RD
1,1640,A,CHERRY AV_10TH ST
1,940,A,ANAHEIM ST_OREGON AV
2,1957,A,7TH ST_REDONDO AV
3,755,A,ATLANTIC AV_SOUTH ST
4,903,A,PACIFIC COAST HWY_ORANGE AV
4,905,F,PACIFIC COAST HWY_ATLANTIC AV
4,945,B,7TH ST_PACIFIC COAST HWY
5,25,A,PACIFIC COAST HWY_TERMINO AV
6,128,A,ATLANTIC AV_WARDLOW RD
7,2245,A,LONG BEACH BL_WARDLOW RD
1,1350,A,ANAHEIM ST_ATLANTIC AV
1,1415,A,WARDLOW RD_PACIFIC PL
1,1645,A,ANAHEIM ST_ORANGE AV
4,805,B,CARSON ST_CLARK AV
4,930,A,PACIFIC COAST HWY_TERMINO AV
4,1026,A,7TH ST_OBISPO AV
4,2340,B,7TH ST_XIMENO AV
5,2143,A,CARSON ST_CLARK AV
5,2342,A,PARAMOUNT BL_SOUTH ST
5,1841,A,7TH ST_REDONDO AV
7,1641,A,ATLANTIC AV_MARKET ST
1,1810,A,7TH ST_CHANNEL DR
1,1400,A,ATLANTIC AV_MARKET ST
3,1557,A,STUDEBAKER RD_WILLOW ST
3,1845,A,LONG BEACH BL_10TH ST
4,2135,A,PACIFIC COAST HWY_PACIFIC AV
4,1623,A,OCEAN BL_PINE AV
5,1631,A,LONG BEACH BL_MARKET ST
5,930,A,7TH ST_ATLANTIC AV
6,855,A,ANAHEIM ST_LONG BEACH BL
2,1645,A,PACIFIC COAST HWY_PACIFIC AV
2,745,A,SOUTH ST_DOWNEY AV
3,1428,A,ANAHEIM ST_OBISPO AV
3,720,A,PACIFIC COAST HWY_MAGNOLIA AV
3,734,A,PACIFIC AV_WILLOW ST
3,2149,A,CHERRY AV_PACIFIC COAST HWY
4,210,A,7TH ST_CHERRY AV
4,945,A,BROADWAY_CHERRY AV
5,2356,A,SOUTH ST_DOWNEY AV
5,1149,A,ANAHEIM ST_ALAMITOS AV
6,1412,A,ATLANTIC AV_SPRING ST
6,1500,A,DEL AMO BL_LONG BEACH BL
7,1820,A,7TH ST_PACIFIC COAST HWY
7,1110,A,PACIFIC COAST HWY_ATLANTIC AV
2,1445,A,ATLANTIC AV_MARKET ST
2,1533,A,PACIFIC COAST HWY_ORANGE AV
3,1502,A,LONG BEACH BL_WARDLOW RD
3,720,A,CHERRY AV_SOUTH ST
3,1600,A,CHERRY AV_SOUTH ST
4,1830,A,PACIFIC COAST HWY_STUDEBAKER RD
5,1439,C,SOUTH ST_DOWNEY AV
5,2013,C,LONG BEACH BL_WARDLOW RD
5,800,C,CHERRY AV_PACIFIC COAST HWY
5,906,C,PALO VERDE AV_WOODRUFF AV
6,2330,A,PACIFIC COAST HWY_LONG BEACH BL
7,1147,A,ATLANTIC AV_SOUTH ST
1,830,A,ANAHEIM ST_CHERRY AV
3,1615,A,PACIFIC COAST HWY_WALNUT AV
4,2017,B,LONG BEACH BL_ANAHEIM ST
5,1525,A,LONG BEACH BL_PACIFIC COAST HWY
5,2255,B,WILLOW ST_EASY AV
6,307,C,CHERRY AV_10TH ST
6,147,C,PACIFIC COAST HWY_WALNUT AV
6,1000,A,ANAHEIM ST_ALAMITOS AV
7,238,B,TRAFFIC CIR_PACIFIC COAST HWY
7,224,A,LONG BEACH BL_WARDLOW RD
1,1057,A,WILLOW ST_ATLANTIC AV
1,1805,A,PACIFIC COAST HWY_ORANGE AV
2,1702,A,ATLANTIC AV_WARDLOW RD
2,2048,A,7TH ST_ORANGE AV
4,1824,A,PALO VERDE AV_WOODRUFF AV
4,1230,A,PACIFIC COAST HWY_LONG BEACH BL
4,1042,A,ATLANTIC AV_10TH ST
4,1942,A,STUDEBAKER RD_WILLOW ST
5,50,A,ANAHEIM ST_WALNUT AV
6,12,A,2ND ST_MARINA DR
6,1455,A,PALO VERDE AV_WOODRUFF AV
7,1514,A,CHERRY AV_10TH ST
1,1223,A,SOUTH ST_DOWNEY AV
1,1235,A,CHERRY AV_WARDLOW RD
2,1400,B,ANAHEIM ST_ORANGE AV
3,1550,A,PACIFIC COAST HWY_CEDAR AV
3,1940,A,PACIFIC COAST HWY_JUNIPERO AV
3,751,C,7TH ST_TERMINO AV
3,705,A,PACIFIC COAST HWY_STUDEBAKER RD
4,2207,A,BELLFLOWER BL_LOS COYOTES DIAGONAL
4,2025,-,7TH ST_TERMINO AV
5,2100,A,6TH ST_ATLANTIC AV
5,1108,A,7TH ST_WALNUT AV
5,1157,A,PACIFIC COAST HWY_CHERRY AV
6,1247,A,PACIFIC COAST HWY_SANTA FE AV
7,1650,A,SOUTH ST_DOWNEY AV
2,2216,A,REDONDO AV_7TH ST
3,1053,A,REDONDO AV_7TH ST
4,2336,A,ANAHEIM ST_CHERRY AV
5,1856,A,PACIFIC COAST HWY_TERMINO AV
5,916,A,7TH ST_OLIVE AV
7,1950,A,ATLANTIC AV_SPRING ST
3,1116,A,6TH ST_ATLANTIC AV
4,1615,A,DEL AMO BL_CHERRY AV
4,1553,A,ANAHEIM ST_TEMPLE AV
5,1800,B,LONG BEACH BL_WARDLOW RD
6,1840,C,SANTA FE AV_WILLOW ST
6,1340,B,LAKEWOOD BL_SPRING ST
6,2105,A,SOUTH ST_DOWNEY AV
7,220,C,PALO VERDE AV_STEARNS ST
1,1725,A,OCEAN BL_LINDEN AV
1,1755,A,7TH ST_OBISPO AV
1,1715,A,ANAHEIM ST_CHERRY AV
2,2121,A,ANAHEIM ST_OBISPO AV
2,1700,B,LONG BEACH BL_WILLOW ST
3,655,A,LONG BEACH BL_MARKET ST
3,1739,A,ANAHEIM ST_ATLANTIC AV
3,1145,A,ORANGE AV_PACIFIC COAST HWY
3,1250,A,BELLFLOWER BL_LOS COYOTES DIAGONAL
5,2239,A,6TH ST_ATLANTIC AV
5,540,B,PACIFIC COAST HWY_LONG BEACH BL
5,1610,A,ANAHEIM ST_ALAMITOS AV
5,1929,A,ANAHEIM ST_TEMPLE AV
6,2230,A,7TH ST_TERMINO AV
6,2500,A,PACIFIC COAST HWY_2ND ST
7,49,A,REDONDO AV_7TH ST
7,1535,A,SOUTH ST_PARAMOUNT BL
1,1814,A,ANAHEIM ST_ALAMITOS AV
1,2025,A,CHERRY AV_PACIFIC COAST HWY
2,846,A,PACIFIC AV_PACIFIC COAST HWY
3,1705,A,7TH ST_PARK AV
3,1629,A,PACIFIC COAST HWY_CHERRY AV
4,1748,A,PACIFIC COAST HWY_7TH ST
4,244,A,ANAHEIM ST_TEMPLE AV
4,1222,A,PACIFIC COAST HWY_CHERRY AV
5,2130,A,LONG BEACH BL_WILLOW ST
5,1724,A,7TH ST_TERMINO AV
5,1140,A,PACIFIC COAST HWY_JUNIPERO AV
5,1800,A,PACIFIC COAST HWY_CEDAR AV
5,1137,A,CHERRY AV_10TH ST
6,931,A,ATLANTIC AV_10TH ST
6,730,A,7TH ST_PARK AV
6,1000,A,ANAHEIM ST_TEMPLE AV
7,1812,A,7TH ST_WALNUT AV
7,1306,A,PACIFIC COAST HWY_CEDAR AV
7,1606,A,PACIFIC COAST HWY_CEDAR AV
1,908,A,LONG BEACH BL_MARKET ST
2,10,A,7TH ST_PACIFIC COAST HWY
2,112,B,DEL AMO BL_LONG BEACH BL
4,1133,B,PACIFIC COAST HWY_JUNIPERO AV
4,1639,B,WILLOW ST_PACIFIC AV
4,232,A,LONG BEACH BL_WARDLOW RD
4,1919,C,ATLANTIC AV_MARKET ST
4,130,A,7TH ST_OLIVE AV
5,54,C,LAKEWOOD BL_SPRING ST
5,1337,B,PACIFIC COAST HWY_LEMON AV
5,1609,A,ATLANTIC AV_MARKET ST
5,1240,B,LAKEWOOD BL_OUTER TRAFFIC CIR
6,1918,C,PACIFIC COAST HWY_LONG BEACH BL
6,1823,C,ANAHEIM ST_REDONDO AV
6,1133,A,7TH ST_REDONDO AV
6,532,C,BELLFLOWER BL_LOS COYOTES DIAGONAL
6,1933,C,WILLOW ST_PACIFIC AV
7,801,B,PACIFIC COAST HWY_PACIFIC AV
7,2015,B,LONG BEACH BL_WARDLOW RD
7,2034,B,PARAMOUNT BL_SOUTH ST
7,1445,C,CHERRY AV_WARDLOW RD
7,807,B,ORANGE AV_PACIFIC COAST HWY
1,405,C,7TH ST_XIMENO AV
1,1201,A,ANAHEIM ST_TEMPLE AV
2,1823,A,PACIFIC COAST HWY_SANTA FE AV
3,1247,A,WILLOW ST_EASY AV
4,909,A,PACIFIC COAST HWY_JUNIPERO AV
5,1440,A,WILLOW ST_LONG BEACH BL
5,1215,A,7TH ST_PACIFIC COAST HWY
5,900,A,PACIFIC COAST HWY_HARBOR AV
5,747,A,ANAHEIM ST_OBISPO AV
6,1248,A,WILLOW ST_ATLANTIC AV
6,1001,A,BELLFLOWER BL_STEARNS ST
7,920,C,PACIFIC COAST HWY_ANAHEIM ST
7,2117,A,LONG BEACH BL_20TH ST
1,1604,A,LONG BEACH BL_WILLOW ST
1,1758,A,WARDLOW RD_LONG BEACH BL
1,1038,A,REDONDO AV_7TH ST
1,1228,A,LONG BEACH BL_WILLOW ST
1,1803,A,PACIFIC COAST HWY_7TH ST
3,1816,A,PACIFIC COAST HWY_7TH ST
3,1159,A,PACIFIC COAST HWY_CHERRY AV
5,734,A,PACIFIC COAST HWY_CEDAR AV
5,1832,A,PACIFIC COAST HWY_STUDEBAKER RD
6,1722,A,DEL AMO BL_LONG BEACH BL
6,1647,A,7TH ST_TERMINO AV
7,1619,A,7TH ST_OBISPO AV
7,215,A,ANAHEIM ST_WALNUT AV
1,1420,A,7TH ST_PARK AV
1,1344,A,LONG BEACH BL_20TH ST
1,1812,A,LONG BEACH BL_10TH ST
2,2300,A,PACIFIC AV_PACIFIC COAST HWY
2,1615,A,ANAHEIM ST_TEMPLE AV
2,1909,A,LONG BEACH BL_10TH ST
3,1817,A,PACIFIC COAST HWY_STUDEBAKER RD
3,1511,B,7TH ST_REDONDO AV
4,612,A,PACIFIC COAST HWY_CHERRY AV
4,2050,A,PACIFIC COAST HWY_2ND ST
5,615,B,LONG BEACH BL_PACIFIC COAST HWY
6,955,A,WARDLOW RD_LONG BEACH BL
6,1905,A,ANAHEIM ST_CHERRY AV
7,1000,A,7TH ST_OLIVE AV
1,2245,A,ATLANTIC AV_10TH ST
1,1946,A,BROADWAY_CHERRY AV
1,730,B,CHERRY AV_PACIFIC COAST HWY
1,1500,A,7TH ST_CHANNEL DR
1,908,B,7TH ST_CHANNEL DR
2,1605,A,7TH ST_PARK AV
2,1250,B,TRAFFIC CIR_PACIFIC COAST HWY
3,1700,A,ANAHEIM ST_MAGNOLIA AV
4,1515,B,PACIFIC COAST HWY_PACIFIC AV
4,1500,A,7TH ST_TERMINO AV
4,1820,C,WILLOW ST_EASY AV
5,1707,A,PACIFIC COAST HWY_ORANGE AV
5,2144,A,CARSON ST_CLARK AV
6,523,A,ATLANTIC AV_SOUTH ST
6,1812,C,PACIFIC COAST HWY_PACIFIC AV
7,237,C,LAKEWOOD BL_OUTER TRAFFIC CIR
7,1220,B,7TH ST_OBISPO AV
7,1819,B,WARDLOW RD_LONG BEACH BL
1,1631,A,LAKEWOOD BL_WILLOW ST
1,745,A,7TH ST_XIMENO AV
1,1014,A,ORANGE AV_PACIFIC COAST HWY
2,1333,A,OCEAN BL_MAGNOLIA AV
2,1631,A,ATLANTIC AV_HARDING ST
2,627,A,DEL AMO BL_LONG BEACH BL
3,1909,A,7TH ST_TERMINO AV
3,700,A,LONG BEACH BL_SPRING ST
3,1240,A,OCEAN BL_MAGNOLIA AV
3,1930,A,SOUTH ST_PARAMOUNT BL
4,655,A,BROADWAY_CHERRY AV
4,1902,A,WILLOW ST_EASY AV
4,117,A,STUDEBAKER RD_WILLOW ST
4,2230,A,ANAHEIM ST_ALAMITOS AV
5,803,A,PACIFIC COAST HWY_CHERRY AV
5,605,A,LONG BEACH BL_WARDLOW RD
5,1325,A,LONG BEACH BL_10TH ST
6,1945,A,PACIFIC COAST HWY_CEDAR AV
6,246,A,6TH ST_ATLANTIC AV
2,1535,A,LONG BEACH BL_PACIFIC COAST HWY
2,709,A,ANAHEIM ST_OREGON AV
3,1706,A,7TH ST_REDONDO AV
4,1922,A,7TH ST_PARK AV
5,715,A,7TH ST_CHERRY AV
5,748,A,PACIFIC COAST HWY_WALNUT AV
5,2347,A,ANAHEIM ST_LONG BEACH BL
5,1621,A,ATLANTIC AV_SPRING ST
5,2500,A,PACIFIC COAST HWY_STUDEBAKER RD
6,1706,A,7TH ST_CHERRY AV
1,1730,A,PACIFIC COAST HWY_WALNUT AV
1,940,A,7TH ST_CHANNEL DR
1,2025,A,ATLANTIC AV_10TH ST
1,1800,A,PACIFIC COAST HWY_LEMON AV
3,700,A,PACIFIC COAST HWY_CHERRY AV
3,1935,A,LONG BEACH BL_SPRING ST
3,1210,A,7TH ST_BELLFLOWER BL
4,1613,A,PACIFIC COAST HWY_CHERRY AV
4,816,A,PACIFIC AV_PACIFIC COAST HWY
5,1015,A,ANAHEIM ST_ATLANTIC AV
6,220,A,PACIFIC COAST HWY_PACIFIC AV
7,1021,A,SOUTH ST_DOWNEY AV
1,1724,A,LAKEWOOD BL_SPRING ST
1,1730,A,REDONDO AV_7TH ST
1,1902,A,7TH ST_REDONDO AV
2,214,A,ANAHEIM ST_ORANGE AV
4,1430,A,ATLANTIC AV_SOUTH ST
4,800,B,CHERRY AV_PACIFIC COAST HWY
4,1119,A,CARSON ST_CLARK AV
6,1112,A,PACIFIC COAST HWY_LONG BEACH BL
1,1917,A,SOUTH ST_DOWNEY AV
1,1237,A,DEL AMO BL_CHERRY AV
1,1000,A,SOUTH ST_PARAMOUNT BL
1,315,A,LONG BEACH BL_10TH ST
1,1410,A,ATLANTIC AV_WILLOW ST
2,1147,A,SOUTH ST_PARAMOUNT BL
2,317,A,7TH ST_XIMENO AV
2,1638,A,7TH ST_CHANNEL DR
2,1709,A,PACIFIC COAST HWY_CEDAR AV
3,1517,A,7TH ST_ATLANTIC AV
3,1830,A,PACIFIC COAST HWY_SANTA FE AV
3,1630,A,ANAHEIM ST_OBISPO AV
4,2027,A,PACIFIC COAST HWY_LEMON AV
4,1635,A,PALO VERDE AV_STEARNS ST
5,205,A,PACIFIC COAST HWY_JUNIPERO AV
5,2329,A,ANAHEIM ST_CHERRY AV
6,1435,A,ATLANTIC AV_MARKET ST
7,1930,A,LONG BEACH BL_PACIFIC COAST HWY
7,2251,A,PACIFIC COAST HWY_CEDAR AV
1,1800,A,SANTA FE AV_WILLOW ST
2,1046,B,ANAHEIM ST_LONG BEACH BL
2,1755,A,ANAHEIM ST_LONG BEACH BL
2,2335,A,ANAHEIM ST_REDONDO AV
3,1819,B,PACIFIC COAST HWY_TERMINO AV
3,751,A,PALO VERDE AV_WOODRUFF AV
5,200,A,ATLANTIC AV_WILLOW ST
5,821,A,CHERRY AV_10TH ST
6,117,A,LONG BEACH BL_PACIFIC COAST HWY
6,1605,A,PACIFIC COAST HWY_2ND ST
7,220,A,PACIFIC COAST HWY_WALNUT AV
2,845,B,7TH ST_PARK AV
3,1846,A,CHERRY AV_SOUTH ST
3,730,A,LAKEWOOD BL_OUTER TRAFFIC CIR
5,205,A,7TH ST_XIMENO AV
5,2112,A,PACIFIC COAST HWY_HARBOR AV
5,1304,A,7TH ST_PACIFIC COAST HWY
5,950,A,OCEAN BL_MAGNOLIA AV
6,2015,A,LONG BEACH BL_WARDLOW RD
6,118,A,PACIFIC COAST HWY_ANAHEIM ST
6,2330,A,PACIFIC AV_WILLOW ST
7,1220,A,ATLANTIC AV_MARKET ST
1,130,A,7TH ST_LONG BEACH BL
1,1742,A,SOUTH ST_DOWNEY AV
1,1520,A,PACIFIC COAST HWY_TERMINO AV
2,1253,A,LONG BEACH BL_WARDLOW RD
2,1500,A,PACIFIC COAST HWY_CEDAR AV
3,910,A,REDONDO AV_7TH ST
3,1020,A,LAKEWOOD BL_WILLOW ST
3,1323,A,ATLANTIC AV_WILLOW ST
4,1700,A,ANAHEIM ST_PACIFIC AV
4,916,A,WILLOW ST_PACIFIC AV
5,2108,A,PACIFIC COAST HWY_PINE AV
5,1246,A,OCEAN BL_MAGNOLIA AV
5,1630,A,PALO VERDE AV_STEARNS ST
6,1210,A,7TH ST_WALNUT AV
1,534,A,WARDLOW RD_LONG BEACH BL
3,1610,A,PACIFIC COAST HWY_CHERRY AV
3,652,A,PARAMOUNT BL_SOUTH ST
3,1250,A,LONG BEACH BL_ANAHEIM ST
4,1617,A,REDONDO AV_ANAHEIM ST
4,2336,A,PACIFIC AV_WILLOW ST
6,1430,A,PACIFIC COAST HWY_2ND ST
1,1415,A,LAKEWOOD BL_WILLOW ST
2,1528,A,WILLOW ST_ATLANTIC AV
2,1500,A,7TH ST_CHANNEL DR
3,1158,A,REDONDO AV_7TH ST
3,1217,A,BELLFLOWER BL_LOS COYOTES DIAGONAL
3,1812,A,BELLFLOWER BL_STEARNS ST
4,1345,A,PACIFIC COAST HWY_ATLANTIC AV
5,1742,-,ANAHEIM ST_CHERRY AV
5,1220,A,7TH ST_BELLFLOWER BL
6,1730,A,LONG BEACH BL_MARKET ST
1,1031,A,BELLFLOWER BL_STEARNS ST
1,1455,A,ATLANTIC AV_WILLOW ST
1,700,A,ANAHEIM ST_OREGON AV
2,1058,A,ANAHEIM ST_CHERRY AV
3,1639,B,PACIFIC COAST HWY_PACIFIC AV
3,1700,A,PACIFIC COAST HWY_PINE AV
3,1719,A,CHERRY AV_PACIFIC COAST HWY
4,9,A,PACIFIC COAST HWY_CHERRY AV
4,900,B,WARDLOW RD_LONG BEACH BL
5,2214,A,PACIFIC COAST HWY_OBISPO AV
5,1711,A,SOUTH ST_DOWNEY AV
6,1544,A,7TH ST_CHERRY AV
6,1110,A,7TH ST_LONG BEACH BL
6,1701,A,PACIFIC COAST HWY_PACIFIC AV
6,2233,A,PACIFIC COAST HWY_LONG BEACH BL
7,1908,A,2ND ST_MARINA DR
1,940,A,ANAHEIM ST_MAGNOLIA AV
1,936,A,PACIFIC AV_PACIFIC COAST HWY
1,1813,A,LONG BEACH BL_ANAHEIM ST
2,900,A,LONG BEACH BL_ANAHEIM ST
2,1435,A,ANAHEIM ST_ATLANTIC AV
2,1041,A,PACIFIC COAST HWY_ORANGE AV
3,2048,A,WILLOW ST_ATLANTIC AV
3,2157,A,7TH ST_PARK AV
4,2225,A,LONG BEACH BL_10TH ST
4,1638,A,PACIFIC COAST HWY_CHERRY AV
4,519,A,PACIFIC COAST HWY_WALNUT AV
5,1430,A,PACIFIC COAST HWY_TERMINO AV
5,1356,A,PALO VERDE AV_WOODRUFF AV
6,1903,A,7TH ST_CHANNEL DR
6,1029,A,PALO VERDE AV_STEARNS ST
6,1040,A,6TH ST_ATLANTIC AV
6,245,A,PACIFIC COAST HWY_CEDAR AV
6,1541,A,PACIFIC COAST HWY_2ND ST
7,1623,A,PACIFIC COAST HWY_2ND ST
7,947,A,ORANGE AV_PACIFIC COAST HWY
7,1800,A,ANAHEIM ST_WALNUT AV
7,56,A,ANAHEIM ST_WALNUT AV
1,1037,A,WARDLOW RD_LONG BEACH BL
2,1906,A,PALO VERDE AV_STEARNS ST
2,1710,A,LONG BEACH BL_WARDLOW RD
2,1150,A,LONG BEACH BL_SPRING ST
3,1318,A,PACIFIC COAST HWY_TERMINO AV
3,1721,A,BROADWAY_CHERRY
4,2147,B,REDONDO AV_7TH ST
4,1512,A,PACIFIC COAST HWY_SANTA FE AV
4,656,A,PACIFIC COAST HWY_WALNUT AV
5,725,A,PACIFIC COAST HWY_JUNIPERO AV
5,1545,B,LONG BEACH BL_WARDLOW RD
5,1630,A,REDONDO AV_7TH ST
6,1535,A,ATLANTIC AV_SOUTH ST
6,41,C,ANAHEIM ST_ATLANTIC AV
7,307,A,ANAHEIM ST_TEMPLE AV
7,400,A,CHERRY AV_SOUTH ST
7,1045,B,REDONDO AV_7TH ST
3,2306,A,OCEAN BL_PINE AV
5,1149,A,PACIFIC AV_WILLOW ST
6,1335,A,PACIFIC COAST HWY_OBISPO AV
1,1642,A,ANAHEIM ST_LONG BEACH BL
2,1415,A,7TH ST_OBISPO AV
2,804,B,DEL AMO BL_LONG BEACH BL
5,2015,A,WILLOW ST_LONG BEACH BL
